f1-D10	8775.810118482563
f2-D10	15517.854188640635
f3-D10	13678.032324997383
f4-D10	3246.944869311389
f5-D10	10798.561714065629
f6-D10	15304.995271478612
f7-D10	8062.74088438781
f8-D10	38435.00038024111
f9-D10	10589.599633612952
f10-D10	13598.068249735677
f11-D10	10162.497990457163
f12-D10	8773.101779604463
f13-D10	7735.798404800381
f14-D10	4896.689990885554
f15-D10	6381.958553120029
f16-D10	11741.677514331066
f17-D10	13979.10587204965
f18-D10	8809.739247819922
f19-D10	12538.220616245228
f20-D10	21698.348562879677
f1-D30	216392.4930267448
f2-D30	37857.36449663104
f3-D30	117839.26362771197
f4-D30	117235.93992515792
f5-D30	166812.46640641542
f6-D30	79859.65433283962
f7-D30	141779.3343916931
f8-D30	56932.49657473321
f9-D30	116210.06001077438
f10-D30	54086.76726686434
f11-D30	94976.13848587431
f12-D30	92632.61869280666
f13-D30	103027.60678661494
f14-D30	88712.82980270845
f15-D30	69642.5228749845
f16-D30	19213.668798037368
f17-D30	254475.8213197385
f18-D30	29714.761879658934
f19-D30	164524.31648519487
f20-D30	67486.63591429174
