% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=123456789, Wed Jun 13 10:24:15 2018, <python>{}</python>
1 10 39.42561146124566 0 0 39.295042248220824 39.307764425558865 38.639715865315054 39.94695318985886 38.715022881504446 38.71233514811668 38.118469607739925 39.1810265627935 40.270014057905755 38.63247814208636
2 20 37.4468296751943 0 0 37.88324571549891 37.49100365925591 35.91614896401095 37.77851402740172 35.66506376304813 36.26855717726209 35.1270385432818 37.23664626815398 38.88621879208483 37.05172712277839
3 30 37.73111543252397 0 0 38.53707685744888 37.20083438262658 35.85319580748518 36.79714107558814 36.220312649321095 36.84390677081083 35.01128103636963 38.66023290684593 38.73428466277652 37.338918567631765
4 40 39.03364483484947 0 0 40.10505034913974 37.621673657717366 35.53191428761923 38.132081687838365 37.883232454468526 37.915076003584105 36.26766286576195 42.162152877590415 40.60957369140843 38.71033974240971
5 50 39.14530890312046 0 0 39.55556086573936 38.17286049581338 35.88549251153091 38.44085385084471 37.42016839218769 38.67276786546724 36.012394794262555 43.055803225878705 41.59045861960539 38.54023211922782
6 60 39.226588088935145 0 0 37.75613046562227 37.899529936686015 35.38961582588406 37.9406060952148 36.915498341691745 38.798587010893065 37.721359151667265 43.742418934466066 42.23608701185845 38.508498800111106
7 70 36.93268686524533 0 0 34.092667399523314 34.953728966748265 32.992661728808635 36.48299138430679 34.381684498311984 36.071436489464745 35.77124145293726 40.386829085330675 40.077879317077674 35.9994211508344
8 80 33.92411785098116 0 0 30.419775319010107 31.778992781407695 29.608939768899933 33.153645250387434 30.742383458980807 32.89288530816552 33.04675062194406 36.47711033006333 36.88388388586628 33.00796023713311
9 90 31.93696449482029 0 0 28.495781119043187 29.894349364198707 27.54219319888857 30.477100467256932 29.189482172373573 31.195747258056013 31.756885064703305 34.88323846187937 33.43281659742451 31.41521934107172
10 100 30.51995292159408 0 0 26.141833905748705 28.384958945522516 26.13216666759655 28.897059066543 27.78104725306138 30.024624564340485 30.305569892662476 32.66202715789763 31.629786623201404 29.603717803189994
11 110 29.5867118705774 0 0 25.335489492361344 27.200085610654217 25.61250725352229 28.327269218362215 27.553953831366943 28.22231354414969 29.062431641552465 31.59079181573873 29.71527223701178 28.20976923077441
12 120 29.63053656202238 0 0 25.265846977052828 27.149212552824412 25.576193344352337 27.259210631488145 28.486039604385926 27.71692486601234 28.642467299433605 31.81604034856206 29.959197730355196 28.884713662530842
13 130 30.310763078822085 0 0 25.483311172003425 27.526188354753383 26.651260499191043 27.463222494122693 29.305434467623666 27.874987900814553 29.28973480320156 34.366692799785305 30.915780148431796 29.151260482223755
14 140 30.49286840277461 0 0 25.321635110461205 27.8298511555117 26.99141475124652 28.470516777285773 29.940952512990904 28.084208828010297 29.689059234600368 33.91496910753812 30.78952172642342 28.996930423462885
15 150 29.444303472042172 0 0 24.2799207580866 27.02891821037529 25.90428236609394 27.824794374159733 28.84763811504777 26.419625834486542 29.17501118841897 33.591321312406606 29.907435992392195 27.834795909747008
16 160 27.80771404169837 0 0 22.814803176702366 25.7726754028617 24.76605726093046 26.51769160614308 26.82352792458678 25.356607473412932 26.752046981936026 32.22922136830033 28.155933037236696 26.104390875708642
17 170 25.850152288810435 0 0 20.997872717539984 23.59650372306278 22.90549441608934 24.80977721504736 24.84725730171233 23.24810291166401 24.743611430817108 30.06881292442614 26.111120674399633 23.78992677955969
18 180 23.302102645779144 0 0 18.893172094451483 20.917113262892503 20.29339057578792 22.162383351539955 22.189291986742596 20.459082630894173 22.763992897308484 27.23959677171509 23.746779847455365 21.47997332100739
19 190 21.705340058198402 0 0 17.233438152405768 19.61588223630452 18.93180799321242 20.11454807678458 20.771913273112848 19.314688070184626 21.219433504949535 25.188838099146796 22.06285243952176 19.92398364078273
20 200 21.036696911004686 0 0 16.375676003855784 18.762294949051682 19.122663520826592 19.996209453853727 20.622510501043454 18.218348841130897 20.6837454907817 24.168804806654105 21.51170629338528 19.152964165410776
21 210 21.993796880086844 0 0 18.00442430994247 19.416182503336923 20.521025385068878 21.108166658065453 22.72686159863881 18.85005698123634 21.405898353153702 24.184889872456704 22.61931757319997 20.19300399645765
22 220 20.668785169534072 0 0 16.781659233042276 18.10130940398464 18.93418363037431 20.236032822671024 21.544013910445763 17.582095340424704 19.260329194216137 21.62690753183667 21.795065794153793 19.132599634355312
23 230 18.855517531337334 0 0 15.091725005036942 16.406849132234246 17.26310155796587 17.82286477498738 19.748593841162307 15.976688263498815 17.49199141939268 19.62784649010018 20.23513649112206 17.39749839192681
24 240 18.75310478760069 0 0 14.235967685761294 16.41062587666193 17.0737093625542 17.9454819955219 19.364620580170442 15.317641049519354 17.50815459070401 19.605952689501294 20.11672510944827 17.251651550010006
25 250 18.31870337292638 0 0 13.811160238525956 16.351578653387115 16.4137754746935 17.95245870717488 19.116881235121706 15.136299622671833 17.408803598878208 19.391712924404352 19.86508201131773 16.680174685983133
26 260 18.097808199050117 0 0 13.170600780045229 16.221260410200234 16.66540628551281 17.981253762548455 18.811840741351016 14.535852579763368 17.493472687350316 19.372523185282983 19.587703695042137 16.404083104669617
27 270 18.9464136983116 0 0 13.39237146448172 16.840996534902693 17.913433414772154 19.171748153644163 19.73467863360289 15.31220597663895 19.001379879519384 20.40475569219803 20.894203789348623 16.743401507775953
28 280 18.53998448375413 0 0 13.13465048244049 16.309156953124614 17.70613136072874 19.18582503779519 19.519826424738408 14.836695006329197 18.723339508430684 19.645699501107206 19.78751317745271 16.448844772485835
29 290 17.88421377365367 0 0 13.082602870831373 15.283484442299294 17.53964178992275 18.47576138664942 19.354516365631348 14.196033807734032 17.872656495380372 18.82398295878596 19.07704223809371 15.891611474763394
30 300 16.938284317198146 0 0 12.379089851595314 14.346795007190655 16.496667002868445 17.587173515734506 18.58082223150634 13.162038872681068 16.822739377667634 17.479564140483316 17.820666947017475 15.020843627418003
31 310 15.061782560420001 0 0 10.81789507917008 12.75474274467544 14.714262276989247 15.986756827473197 16.33416766415237 11.371279435534664 14.434075283374431 15.38759933272023 15.76608644278157 13.522195722203435
32 320 14.442675314734219 0 0 10.349462683363036 11.987841007144397 14.610065475002136 15.237883369287653 15.413989033436236 10.988237027797215 13.854790368203636 14.826363764759465 15.11226875332839 12.963376172817794
33 330 14.30855577980422 0 0 10.492517749959891 11.477545330877842 14.709778916224955 15.161266168310801 15.759831303563596 10.809955493663693 13.86963191788514 15.406479146206822 14.689671894276863 12.83198847209366
34 340 14.095984843177376 0 0 10.647633743946603 11.258888999582952 14.523003288515099 15.05710290685801 16.04173351506253 10.402502005159151 13.69300328688191 15.041880108667216 14.24765077114092 12.49158496826352
35 350 14.162067898694922 0 0 10.81138864321885 11.43896509333375 14.7328961696268 15.005027284280244 16.479478265046154 10.414325993471822 13.965264795503524 14.991880236591019 15.06825492454957 12.670657808533003
36 360 14.734716179267055 0 0 11.308201346749431 11.801199587728743 14.905857263392287 15.5047622411623 17.303046011116788 11.033008391631869 14.408837604726559 15.177273383719374 16.526262072329367 13.388780862939528
37 370 14.440665189704383 0 0 10.921610703209243 11.797763322924478 14.971364921910547 15.284689544505145 16.992589252082855 10.56945461600076 14.001961328142848 14.934952090724268 16.19179123875442 13.05012421136197
38 380 12.78432118124362 0 0 9.615521870348646 10.426891696953057 13.09762333018246 13.235642656260573 15.228956176495048 9.299127692084651 11.864264738161033 12.814354861638936 14.80706376944161 11.65261878330562
39 390 11.474455802962732 0 0 8.536214470244436 9.358691494459064 11.789627763928925 11.83453082333321 13.491338670504936 8.28697166946652 10.392455006606752 11.451730150543451 12.991659569150604 10.453468464652026
40 400 10.271291974980446 0 0 7.5726363981077975 8.092617031885757 10.42420634668856 10.601211626066192 11.856806926936208 7.256100849956873 9.260490642747145 10.399929819852389 11.771491807240373 9.318824068463515
41 410 9.4967945531794 0 0 6.990082708804792 7.435989629880828 9.706620575672938 9.779009357960858 10.902722709193945 6.550337069518577 8.61220281478501 9.488227920929129 10.825628413391827 8.48294816036214
42 420 9.024447758168101 0 0 6.780109297720173 7.029373080920153 8.96278218927649 9.190959405942325 10.734174617248001 6.093884482529148 8.328086209601572 9.127202203438157 10.145049957111343 8.272786224147664
43 430 8.411966398841454 0 0 6.268402553013371 6.316008544015632 8.266885505516786 8.612408866035029 9.905389445058313 5.70684919223259 7.699461944519556 8.465571903778754 9.300498361013702 7.742300847399483
44 440 7.98306275665804 0 0 5.925913809015679 6.088504550894726 7.654370787457307 8.142760490867865 9.43280683441932 5.417882637711403 7.268804863800181 8.19211039943291 8.67916185626691 7.3642975727773345
45 450 7.44376798807617 0 0 5.555676203269743 5.661237302974273 7.097684127675696 7.668288673000185 8.959592059629069 5.058419007535503 6.757095983095628 7.793045490308675 8.092185739941401 6.90315276701407
46 460 7.0985544535347165 0 0 5.275659868478908 5.389255268362786 6.7549077698639515 7.315203195370463 8.554859861725692 4.809804008851836 6.347745015548669 7.504680242552097 7.74806518153914 6.590671093615834
47 470 6.3578101774867575 0 0 4.785498717812227 4.833978414652736 6.036430896694834 6.5046790029903 7.776808273843353 4.241675083018754 5.713353976514756 6.68299471461847 7.091209136636113 5.821541881331057
48 480 6.0982952500764505 0 0 4.582916934075339 4.633352623082268 5.876308296980446 6.279796433974066 7.385627859481811 4.018003711989876 5.504549887677306 6.580925041406931 6.852398112656145 5.563510900756621
49 490 6.386030024908592 0 0 4.74650722472333 4.8513834818051516 6.543121297017277 6.702364684042495 7.7422621953181805 4.239719268203209 5.733528897238486 7.086003049777356 7.120699699992708 6.076199899866289
50 500 6.071838142330781 0 0 4.533095632012431 4.677340182128766 6.212242651315093 6.345317593526775 7.419989307822807 4.099556449834256 5.48853996634445 6.813630021852512 6.799514076408551 5.640472683793807
51 510 5.693298449495065 0 0 4.260412416730923 4.425696790677374 6.04610541581559 5.724158558298875 6.975119447677113 3.8396733808579286 5.1743999853358105 6.234220598751933 6.443886740542532 5.286764126016644
52 520 5.582466379924516 0 0 4.1969973791547694 4.371809875673537 6.145428003607987 5.677565713674653 6.880755765381496 3.7745105597304955 5.112416656497423 6.069429496731612 6.3763695336911 5.1738879680295184
53 530 6.148257876444001 0 0 4.715788511759809 4.741664615516815 6.831176355489862 6.421233771626942 7.784342125322963 4.0612191551923535 5.654495229042135 6.6320875301291125 6.880821754876082 5.7332635051947625
54 540 5.983349435237721 0 0 4.713389293131317 4.588806219733627 6.606434539547782 6.276480265548906 7.7757267379609685 3.93746348675628 5.5661714636317 6.385279152225278 6.769376626099644 5.716288148840897
55 550 5.5030951293298624 0 0 4.353845213585394 4.208287389323657 5.9766558199559725 5.812893936449969 7.229687646119854 3.524279789148972 5.152071766937211 5.810550719473066 6.257902095406914 5.217199523181663
56 560 4.897822036116538 0 0 3.890761972146875 3.751311489405601 5.382066719283749 5.181813794874461 6.461069307905155 3.0660131046713257 4.6137813094089974 5.159334604468788 5.648782721455581 4.599739148303587
