% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=123456789, Sun Jun 17 23:09:50 2018, <python>{}</python>
1 14 47.85820339698112 1.0000483345014077 2455845.8998772115 2.4558458998772115e+06 2542699150.7393365 22385505980.241535   
2 28 46.10059967893313 1.0664331561704445 2455845.8998772115 1.0372579254451902e+08 1913605724.220219 35255518073.27631   
3 42 44.93478133063295 1.0931540108554074 2455845.8998772115 1.9950777680126679e+08 1785257024.0064766 4688851858.162582   
4 56 43.858825797271116 1.0999048387335133 332467.93697302835 3.3246793697302835e+05 3237995829.1836367 16110057884.0526   
5 70 42.40368991166356 1.118470873461057 332467.93697302835 1.3727302284669601e+06 5535019375.696259 39065708497.439476   
6 84 40.98641341455665 1.1546281829106253 332467.93697302835 3.0902737894644711e+07 2595279075.9120183 11204893190.519506   
7 98 40.06147441825602 1.1597993968287232 332467.93697302835 1.4105008785212072e+07 1364103144.3583076 18657341406.66866   
8 112 39.226832189597616 1.1798309001276366 332467.93697302835 8.3279646663420601e+05 1971385818.6567192 8339693979.18375   
9 126 38.122324090301305 1.1965517158674972 332467.93697302835 6.4188176600996088e+06 982275741.1520171 9514665167.386658   
10 140 36.53600655870638 1.2034165942273065 332467.93697302835 7.0690747306197770e+06 709610002.3618485 8437553041.018508   
11 154 35.887721620223815 1.2177076696555862 332467.93697302835 9.8311567193655595e+07 1844110075.979477 10866519542.26326   
12 168 34.54809663997847 1.2373407181215046 332467.93697302835 8.5570776935674306e+06 1157699308.5330424 7680649702.295856   
13 182 34.03476331345858 1.2482174327190159 332467.93697302835 1.0738606246205549e+08 763426890.808919 3787688017.617741   
14 196 33.39766577594513 1.2601996743097967 332467.93697302835 2.5080922187770341e+07 2278771067.666784 12871976045.258192   
15 210 32.409572255487795 1.2814716853392036 332467.93697302835 2.1240527438644364e+07 330539708.8036847 27398065201.08158   
16 224 31.048073725460775 1.2930811332365844 332467.93697302835 5.1858090383678779e+07 2517647094.3726387 9196709984.748032   
17 238 30.277440891082804 1.3101972331206477 332467.93697302835 8.8792670808916062e+07 905545114.3313129 4818730336.97137   
18 252 29.965492886768434 1.3174351147355479 332467.93697302835 1.1833374379374650e+08 1246939740.0235467 3134693692.1979737   
19 266 29.70796243339803 1.3425928311096356 332467.93697302835 1.8172203010628629e+07 2294571843.758996 15602438886.703922   
20 280 28.916670791086744 1.381086321823735 332467.93697302835 4.1371798144427203e+06 1613570942.0947037 6181210241.711822   
21 294 28.137614744531373 1.4000306169571939 332467.93697302835 3.3997604109421764e+06 669019208.779983 4398169158.756622   
22 308 28.048767375182408 1.4244273464908757 332467.93697302835 6.9281860185316522e+06 1112422751.68626 3822556863.6517887   
23 322 28.06011692870663 1.4553083809229137 332467.93697302835 1.1654402481746890e+07 352548696.4466901 7203437054.434375   
24 336 27.820828274615167 1.4951384822943272 332467.93697302835 2.2252510170985397e+07 436462540.1444153 3471553827.3601274   
25 350 27.63525903281912 1.5145547055355735 332467.93697302835 4.9692049457489485e+06 556197619.8985066 5082228211.118748   
26 364 28.348924254413294 1.539629307901929 332467.93697302835 1.6815469608653873e+07 600463757.6291026 2980620344.2073903   
27 378 28.923463709945416 1.5748149281419612 332467.93697302835 4.7414494837662742e+07 489340317.45655584 5513621016.602035   
28 392 29.0988937219256 1.603753450128074 332467.93697302835 2.0055204059438407e+07 672483183.0527835 2517884806.9060287   
29 406 29.260117595919308 1.6160885162454468 332467.93697302835 2.2672344860173158e+07 215797198.98510554 5819714561.1512165   
30 420 28.670864533223575 1.6415151200396105 332467.93697302835 2.5000565712879261e+08 1267316646.191052 6511445593.957791   
31 434 27.748272569470213 1.662531745378663 332467.93697302835 4.2302217351239257e+07 856197692.1713306 5079720790.471569   
32 448 26.686207091710326 1.6798374214428689 332467.93697302835 5.9954975164675325e+07 972152221.8897074 3422584785.1316214   
33 462 26.120599829341177 1.6963395327998994 332467.93697302835 7.7026397234948188e+07 693869436.9788084 4233560786.0108814   
34 476 25.585274231139234 1.7081000674051936 332467.93697302835 8.2338569548812419e+07 739326415.8966142 3033361443.7915993   
35 490 25.576044403335025 1.7179456823787438 332467.93697302835 6.5876711761054903e+07 685441969.835566 5847775231.634309   
36 504 24.791019942629227 1.7370053461977497 332467.93697302835 3.4024662367514640e+07 479779358.8749721 1921684260.244963   
37 518 24.17821407269699 1.7459570047030633 332467.93697302835 4.7195728031389222e+07 333852608.04041535 5236526126.692385   
38 532 23.835412424676765 1.7598498347824367 332467.93697302835 1.5412031606446764e+07 650922909.2340566 2761881217.080872   
39 546 23.274906788208607 1.7731561884040534 332467.93697302835 1.2359634143977938e+07 656500759.2641946 2710205838.80773   
40 560 22.54095558194488 1.7883348209391183 332467.93697302835 1.2666712779526385e+07 348887462.20410794 1582186703.536387   
41 574 21.85858526787355 1.7989939335376357 332467.93697302835 8.7961335529851913e+06 239832492.1026679 5464918747.528182   
42 588 21.29622341225638 1.8252802749977632 332467.93697302835 1.0893898108112291e+07 87769932.32464705 3027842582.489309   
43 602 20.973064332393974 1.8391739257397817 332467.93697302835 6.3123919008583650e+06 191509674.40953952 949044124.1944623   
44 616 20.740224668721176 1.857313918365491 332467.93697302835 2.7280247773832966e+07 207493615.61089525 1999371891.0520399   
45 630 20.594689452499683 1.8682232877045208 332467.93697302835 2.0788136890560821e+07 320729216.3722208 1438863923.7139292   
46 644 20.517708025670856 1.8775171635026002 332467.93697302835 3.0986217411092594e+06 50137369.01490662 384418813.30979127   
47 658 20.181292772965477 1.8726478871941796 332467.93697302835 3.9677354432801761e+07 209124256.82411957 3221449450.3978267   
48 672 20.235396075541633 1.8899884349885914 332467.93697302835 1.3093245511892065e+07 216196286.62675732 1205792023.0976853   
49 686 19.934017351070246 1.901508888071055 332467.93697302835 3.1931001220384371e+06 181457321.7359996 4775035080.261786   
50 700 19.576964219228685 1.9267531782237945 332467.93697302835 5.9623686024375521e+06 214305027.85729012 2033240833.7345078   
51 714 19.284376524170415 1.943297038010256 332467.93697302835 1.1921555506939961e+07 216404841.47709408 1611661852.2057452   
52 728 19.100611961488717 1.9547190407244504 332467.93697302835 2.3284686423830586e+06 46315397.88564312 1181118470.5376773   
53 742 18.56336936412386 1.9649933456086366 332467.93697302835 1.1248449313368039e+07 331945306.6843189 1112227251.3994486   
54 756 18.54032295365706 1.9898132559519073 332467.93697302835 2.7632115272581566e+07 736857707.2981883 2026279742.9211178   
