f1-D10	1929.624594192074
f2-D10	1840.1918020766955
f3-D10	1717.5071209271518
f4-D10	1640.9287408318514
f5-D10	1534.787616863765
f6-D10	1503.7170893188427
f7-D10	1387.272709409991
f8-D10	1203.8936392256924
f9-D10	1150.4150776006468
f10-D10	1063.8007744042707
f11-D10	950.5191511369808
f12-D10	872.142397058923
f13-D10	756.6384575261281
f14-D10	780.8257509978885
f15-D10	515.8455060327046
f16-D10	529.2487363967334
f17-D10	405.7044823196443
f18-D10	322.2334538177088
f19-D10	142.1823794022739
f20-D10	34.39836807651295
f1-D30	2202.3838873261393
f2-D30	2621.258037778027
f3-D30	2731.6287234127503
f4-D30	1826.3957389918942
f5-D30	1876.7176026525917
f6-D30	1875.12585186856
f7-D30	3055.8345536045986
f8-D30	1927.3949408606236
f9-D30	1375.5665104877462
f10-D30	1339.8372683076936
f11-D30	1243.7870398867694
f12-D30	1455.3480254011638
f13-D30	1149.7231719439105
f14-D30	1141.9562944138606
f15-D30	977.8184967572242
f16-D30	655.9235818149841
f17-D30	768.2987779528667
f18-D30	719.9973748261309
f19-D30	700.0730275625933
f20-D30	324.172850139179
