f1-D10	2455.783220493
f2-D10	2472.275585916829
f3-D10	2157.8778832248017
f4-D10	2497.6222446134134
f5-D10	1689.4685861615521
f6-D10	4164.096507622923
f7-D10	1438.6071785627355
f8-D10	1419.7483186346158
f9-D10	1219.6845144134027
f10-D10	1171.3543042582041
f11-D10	2072.702461832911
f12-D10	1026.2792099697704
f13-D10	2457.806369102948
f14-D10	722.7967199575496
f15-D10	5409.201653029209
f16-D10	2495.288584150217
f17-D10	394.3275904616862
f18-D10	10708.537680635134
f19-D10	3038.639710265332
f20-D10	952.3796147784351
f1-D30	39861.43301040291
f2-D30	29994.86250150713
f3-D30	30819.649305719526
f4-D30	7349.430088913168
f5-D30	18881.39866765922
f6-D30	25637.720029632266
f7-D30	42980.220228116435
f8-D30	12129.084184792817
f9-D30	79746.27405375903
f10-D30	30452.327071390395
f11-D30	54096.046310943915
f12-D30	63243.93142907221
f13-D30	6962.526256914945
f14-D30	49436.3114910782
f15-D30	19030.647624884437
f16-D30	11829.677381424684
f17-D30	55591.53433748642
f18-D30	20023.725274033804
f19-D30	37181.845372110525
f20-D30	23459.449470699732
