f1-D10	2032.1809896126317
f2-D10	2355.8268936415293
f3-D10	2090.9763599503317
f4-D10	2055.7516128899697
f5-D10	2091.2193677780124
f6-D10	2074.972896677695
f7-D10	2042.4297251905682
f8-D10	2077.5693632858656
f9-D10	2006.675319013453
f10-D10	2007.0534621385827
f11-D10	2173.712235728709
f12-D10	2220.3847206845685
f13-D10	2061.672391583252
f14-D10	2075.8475987434626
f15-D10	2080.750898763285
f16-D10	2124.9302040988264
f17-D10	2078.580962211415
f18-D10	2050.5374725996526
f19-D10	2066.1558300770657
f20-D10	2078.7133203155445
f1-D30	2222.5485424496133
f2-D30	2512.8342154533134
f3-D30	2246.9675953496053
f4-D30	2459.107450198043
f5-D30	2290.3438475323564
f6-D30	2531.7902117526737
f7-D30	3405.6641726733815
f8-D30	2674.734749087347
f9-D30	2181.2102196938727
f10-D30	2466.837104310086
f11-D30	2142.3630721247555
f12-D30	2142.3630721247555
f13-D30	2142.3630721247555
f14-D30	2142.3630721247555
f15-D30	2142.3630721247555
f16-D30	2142.3630721247555
f17-D30	2142.3630721247555
f18-D30	2142.3630721247555
f19-D30	2142.3630721247555
f20-D30	2142.3630721247555
