1	13367.492117856917
1	9687.866042324538
1	13158.255430733905
1	9653.236125734853
1	11535.025775498756
1	6536.063859927413
1	10428.580200570928
1	7591.747691679265
1	11805.26325359554
1	17142.82162493057
1	10708.86927503522
1	8365.510312395763
1	3574.4000765781166
1	2344.1449672980457
1	7471.936035169071
1	14490.09943468417
1	4521.030827719382
1	7598.742123375137
1	14374.30970611175
1	9359.039426805226
1	119043.49800230266
1	71541.36023543995
1	125893.3300390894
1	97568.58956059898
1	74089.74245861894
1	112419.81489748666
1	31128.872079672357
1	58419.37086214881
1	199610.45030329283
1	131151.43510642002
1	55913.5853889041
1	126392.69218426799
1	166278.5859599127
1	89538.37267181392
1	53489.648636809994
1	76348.61318805505
1	125371.40287672883
1	105536.60405543265
1	75004.23965519044
1	60470.49244113638
